bf_bugid,bf_project,bf_product,bf_de_manager,bf_severity,submit_age,Pin
CSCuy47007,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy48995,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy51192,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy53308,CSC.labtrunk,gemboa,tslo,moderate,174,gemboa
CSCuy64181,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy64189,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy64199,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy74147,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy76032,CSC.sibu.dev,bluebird,tslo,moderate,172,sw
CSCuy76710,CSC.labtrunk,camaro,teresang,minor,172,iotgsw
CSCuy76751,CSC.labtrunk,camaro,teresang,minor,172,iotgsw
CSCuy77257,CSC.labtrunk,ir829,ningzhao,enhancement,172,gemboa
CSCuy84863,CSC.sibu.dev,dms-internal,tslo,moderate,172,dmm
CSCuy86286,CSC.labtrunk,cgr1000,ningzhao,cosmetic,171,cgr1k
CSCuy86582,CSC.sibu.dev,bluebird,tslo,moderate,171,sw
CSCuy87354,CSC.labtrunk,gemboa,tslo,moderate,171,gemboa
CSCuy92272,CSC.labtrunk,morenolite,teresang,moderate,171,iotgsw
CSCuy93134,CSC.labtrunk,cgr1000,ningzhao,moderate,171,cgr1k
CSCuy94248,CSC.sibu.dev,dms-internal,tslo,moderate,171,dmm
CSCuy94285,CSC.sibu.dev,dms-internal,tslo,moderate,171,dmm
CSCuy98184,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98329,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98377,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98423,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98484,CSC.sibu.dev,dms-internal,tslo,moderate,170,dmm
CSCuy98543,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98565,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98567,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuz00618,CSC.sibu.dev,bluebird,tslo,moderate,170,sw
CSCuz00829,CSC.sibu.dev,bluebird,tslo,moderate,170,sw
CSCuz00867,CSC.sibu.dev,bluebird,tslo,moderate,170,sw
CSCuz02086,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuz02475,CSC.labtrunk,gemboa,tslo,moderate,170,gemboa
CSCuz04735,CSC.labtrunk,gemboa,tslo,moderate,170,gemboa
CSCuz08659,CSC.sibu.dev,sunbird,tslo,moderate,169,sw
CSCuz10877,CSC.sibu.dev,sunbird,tslo,moderate,169,sw
CSCuz19385,CSC.labtrunk,cgr1000,ningzhao,enhancement,168,cgr1k
CSCuz26998,CSC.labtrunk,gemboa,tslo,moderate,167,iox
CSCuz27164,CSC.general,dms,tslo,moderate,167,dmp
CSCuz30666,CSC.labtrunk,moreno,teresang,moderate,167,iotgsw
CSCuz35192,CSC.labtrunk,cgr1000,ningzhao,moderate,167,cgr1k
CSCuz35603,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37045,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37054,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37116,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37318,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37356,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37462,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz51354,CSC.labtrunk,ie1000,teresang,moderate,165,iot
CSCuz56202,CSC.labtrunk,volt,teresang,enhancement,165,iot
CSCuz58455,CSC.labtrunk,warbler,tslo,enhancement,165,warbler
CSCuz62104,CSC.labtrunk,warbler,tslo,enhancement,164,warbler
CSCuz65322,CSC.labtrunk,warbler,tslo,moderate,164,warbler
CSCuz69181,CSC.labtrunk,cgr1000,ningzhao,severe,163,cgr1k
CSCuz71029,CSC.labtrunk,ir829,ningzhao,moderate,163,gemboa
CSCva05888,CSC.labtrunk,cgr1000,ningzhao,moderate,159,cgr1k
CSCva07491,CSC.labtrunk,cgr1000,ningzhao,moderate,159,cgr1k
CSCva20891,CSC.labtrunk,morenolite,teresang,moderate,158,iotgsw
CSCva23884,CSC.labtrunk,warbler,tslo,moderate,158,warbler
CSCva51768,CSC.sibu.dev,sunbird,tslo,moderate,155,sw
CSCva67767,CSC.labtrunk,morenolite,teresang,moderate,153,iotgsw
CSCva92311,CSC.sibu.dev,sunbird,tslo,moderate,150,sw
CSCvb04298,CSC.sys,volt,teresang,severe,149,iotgsw
CSCvb24653,CSC.labtrunk,ie1000,teresang,enhancement,147,iot
CSCvb28413,CSC.labtrunk,cgr1000,tslo,moderate,147,cgr1k
CSCvb35098,CSC.labtrunk,ie1000,teresang,severe,146,iot
CSCvb39079,CSC.labtrunk,warbler,tslo,moderate,145,warbler
CSCvb40671,CSC.labtrunk,cgr1000,ningzhao,enhancement,145,cgr1k
CSCvb53818,CSC.sibu.dev,bluebird,tslo,moderate,144,sw
CSCvb65945,CSC.labtrunk,cgr1000,tslo,moderate,143,cgr1k
CSCvb69693,CSC.labtrunk,volt,teresang,enhancement,142,iotgsw
CSCvb76222,CSC.sibu.dev,sunbird,tslo,moderate,141,sw
CSCvb83629,CSC.labtrunk,cgr1000,tslo,severe,141,cgr1k
CSCvc08725,CSC.sibu.dev,kunpeng,tslo,severe,138,apps
CSCvc12592,CSC.sibu.dev,bluebird,tslo,moderate,137,sw
CSCvc12850,CSC.labtrunk,ie1000,teresang,enhancement,137,iot
CSCvc23556,CSC.sibu.prods,ce340,tslo,moderate,136,sw
CSCvc33083,CSC.labtrunk,gemboa,ningzhao,moderate,135,gemboa
CSCvc42152,CSC.labtrunk,warbler,tslo,enhancement,134,warbler
CSCvc49157,CSC.labtrunk,ie1000,teresang,moderate,133,iot
CSCvc49479,CSC.labtrunk,volt,teresang,moderate,133,iotgsw
CSCvc64296,CSC.labtrunk,cgr1000,ningzhao,severe,130,cgr1k
CSCvc82457,CSC.sys,c800,ningzhao,enhancement,128,ir800
CSCvc88439,CSC.labtrunk,ir809,tslo,minor,127,ir800
CSCvc88599,CSC.labtrunk,ir809,tslo,minor,127,ir800
CSCvd05602,CSC.labtrunk,volt,teresang,moderate,125,iotgsw
CSCvd17021,CSC.labtrunk,warbler,tslo,enhancement,124,warbler
CSCvd18964,CSC.labtrunk,ir829,ningzhao,enhancement,124,sparrow
CSCvd45679,CSC.labtrunk,ir829,ningzhao,moderate,121,ir800
CSCvd45701,CSC.labtrunk,warbler,tslo,severe,121,warbler
CSCvd46373,CSC.labtrunk,ie1000,teresang,moderate,121,iot
CSCvd70511,CSC.labtrunk,warbler,tslo,severe,119,warbler
CSCvd74393,CSC.labtrunk,cgr1000,tslo,enhancement,119,cgr1k
CSCvd78534,CSC.labtrunk,ir829,ningzhao,severe,118,gemboa
CSCvd80673,CSC.labtrunk,morenolite,teresang,moderate,118,profinet
CSCvd82198,CSC.labtrunk,warbler,tslo,minor,118,warbler
CSCvd88675,CSC.labtrunk,all,ningzhao,enhancement,117,sparrow
CSCvd90751,CSC.labtrunk,warbler,tslo,moderate,117,warbler
CSCvd95138,CSC.labtrunk,ce300,tslo,moderate,117,ce300
CSCve12904,CSC.labtrunk,ir809,tslo,enhancement,115,ir800
CSCve13215,CSC.labtrunk,all,ningzhao,enhancement,115,sparrow
CSCve14884,CSC.labtrunk,moreno,teresang,moderate,115,ie
CSCve17336,CSC.sys,ie4000,teresang,moderate,114,iotgsw
CSCve19725,CSC.labtrunk,warbler,tslo,enhancement,114,warbler
CSCve23271,CSC.labtrunk,warbler,tslo,enhancement,114,warbler
CSCve24851,CSC.labtrunk,warbler,tslo,enhancement,113,warbler
CSCve24915,CSC.labtrunk,warbler,tslo,enhancement,113,warbler
CSCve29330,CSC.labtrunk,warbler,tslo,cosmetic,113,warbler
CSCve35603,CSC.sys,all,teresang,moderate,112,iotgsw
CSCve36361,CSC.labtrunk,volt,teresang,moderate,112,ie
CSCve37765,CSC.labtrunk,camaro,teresang,moderate,112,ie
CSCve58243,CSC.labtrunk,warbler,tslo,enhancement,110,warbler
CSCve66944,CSC.labtrunk,warbler,tslo,enhancement,109,warbler
CSCve71283,CSC.datacenter,cgr500,ningzhao,issue_not_a_bug_or_enhancement,109,linux
CSCve72076,CSC.sibu.dev,bluebird,tslo,moderate,109,sw
CSCve79791,CSC.labtrunk,all,teresang,moderate,108,iotgsw
CSCvf05073,CSC.labtrunk,cgr1000,tslo,moderate,105,cgr1k
CSCvf10260,CSC.sys,c7600,rasrao,severe,104,c7600
CSCvf15064,CSC.labtrunk,ir809,ningzhao,severe,104,ir800
CSCvf33199,CSC.labtrunk,warbler,tslo,enhancement,102,warbler
CSCvf40107,CSC.labtrunk,warbler,tslo,enhancement,101,warbler
CSCvf59926,CSC.labtrunk,cgr1000,tslo,moderate,99,cgr1k
CSCvf65324,CSC.datacenter,cgr500,ningzhao,enhancement,98,linux
CSCvf80167,CSC.labtrunk,all,ningzhao,moderate,96,sparrow
CSCvf80657,CSC.labtrunk,ir800,ningzhao,moderate,96,ir800
CSCvf95058,CSC.labtrunk,ir1100,ningzhao,minor,94,sparrow
CSCvf98997,CSC.labtrunk,all,ningzhao,severe,94,sparrow
CSCvg11755,CSC.labtrunk,all,ningzhao,cosmetic,92,sparrow
CSCvg24722,CSC.labtrunk,all,ningzhao,moderate,91,sparrow
CSCvg32909,CSC.labtrunk,ir800,ningzhao,minor,90,ir800
CSCvg45162,CSC.labtrunk,warbler,tslo,cosmetic,88,warbler
CSCvg45917,CSC.sys,ie4010,rasrao,severe,88,iotgsw
CSCvg52358,CSC.labtrunk,all,bhatrive,moderate,88,cgr1k
CSCvg58728,CSC.labtrunk,all,ningzhao,severe,87,sparrow
CSCvg64554,CSC.labtrunk,all,teresang,moderate,87,ie
CSCvg71029,CSC.labtrunk,ir1100,tslo,severe,86,sparrow
CSCvg78555,CSC.labtrunk,ir1100,ningzhao,minor,85,sparrow
CSCvg78590,CSC.labtrunk,ir1100,ningzhao,moderate,85,sparrow
CSCvg84556,CSC.labtrunk,all,ningzhao,moderate,84,sparrow
CSCvg86211,CSC.labtrunk,all,tslo,moderate,84,sparrow
CSCvg88533,CSC.labtrunk,all,ningzhao,severe,84,sparrow
CSCvg97839,CSC.labtrunk,ir800,ningzhao,moderate,83,ir800
CSCvg97922,CSC.labtrunk,warbler,tslo,enhancement,83,warbler
CSCvh14741,CSC.labtrunk,cgr1000,ningzhao,moderate,81,cgr1k
CSCvh31328,CSC.labtrunk,cgr1000,ningzhao,enhancement,78,cgr1k
CSCvh46031,CSC.labtrunk,ir829,bhatrive,moderate,78,ir800
CSCvh60670,CSC.labtrunk,ir1100,ningzhao,issue_not_a_bug_or_enhancement,76,sparrow
CSCvh64373,CSC.labtrunk,ir829,bhatrive,moderate,76,gemboa
CSCvh67480,CSC.sys,c7600,rasrao,severe,75,c7600
CSCvh78029,CSC.labtrunk,cgr1000,tslo,moderate,74,cgr1k
CSCvh78143,CSC.labtrunk,ir800,ningzhao,minor,74,gemboa
CSCvh95769,CSC.labtrunk,ir1100,ningzhao,moderate,72,sparrow
CSCvi07883,CSC.labtrunk,ir800,ningzhao,moderate,71,ir800
CSCvi09314,CSC.sys,all,ningzhao,enhancement,71,ir800
CSCvi32229,CSC.labtrunk,ir809,ningzhao,severe,69,gemboa
CSCvi33500,CSC.labtrunk,all,ningzhao,severe,69,cgr1k
CSCvi74916,CSC.labtrunk,cgr1000,tslo,enhancement,66,cgr1k
CSCvi89619,CSC.labtrunk,petra,teresang,moderate,64,cip
CSCvj09647,CSC.sys,ir800,ningzhao,moderate,63,ir800
CSCvj29500,CSC.labtrunk,warbler,tslo,moderate,61,warbler
CSCvj29732,CSC.labtrunk,cgr2010,ningzhao,moderate,61,4glte
CSCvj38618,CSC.labtrunk,ir1100,ningzhao,moderate,60,sparrow
CSCvj61713,CSC.labtrunk,ir809,tslo,moderate,58,ir800
CSCvj67879,CSC.labtrunk,ir1100,ningzhao,minor,58,sparrow
CSCvj89224,CSC.labtrunk,cat9500h,ningzhao,severe,56,sparrow
CSCvj92219,CSC.labtrunk,ir1100,ningzhao,moderate,55,sparrow
CSCvj96115,CSC.labtrunk,warbler,tslo,enhancement,55,warbler
CSCvk02168,CSC.labtrunk,ir1100,ningzhao,moderate,54,sparrow
CSCvk14869,CSC.labtrunk,petra,teresang,enhancement,53,petra
CSCvk25973,CSC.labtrunk,ir1100,ningzhao,moderate,52,sparrow
CSCvk61884,CSC.labtrunk,callisto,tslo,enhancement,48,callisto
CSCvk71550,CSC.labtrunk,ir829,prapuroh,moderate,47,gemboa
CSCvm06237,CSC.labtrunk,petra,teresang,moderate,46,petra
CSCvm14590,CSC.labtrunk,cgr1000,ningzhao,moderate,45,cgr1k
CSCvm20235,CSC.labtrunk,callisto,tslo,enhancement,44,callisto
CSCvm41964,CSC.sys,all,teresang,minor,43,iot
CSCvm68492,CSC.labtrunk,ir1100,ningzhao,severe,40,sparrow
CSCvm69779,CSC.sys,cgr2010,ningzhao,moderate,40,cgr2010
CSCvm77041,CSC.labtrunk,cgr1000,bhatrive,severe,39,cgr1k
CSCvm88894,CSC.labtrunk,ir800,prapuroh,enhancement,38,gemboa
CSCvn01151,CSC.labtrunk,volt,teresang,severe,36,rep
CSCvn28106,CSC.labtrunk,volt,teresang,enhancement,33,ie
CSCvn49563,CSC.labtrunk,ir1100,ningzhao,enhancement,31,sparrow
CSCvn52366,CSC.labtrunk,ir1100,ningzhao,enhancement,30,sparrow
CSCvn60143,CSC.labtrunk,petra,teresang,enhancement,30,petra
CSCvn74742,CSC.labtrunk,esr1115,ningzhao,moderate,28,blackheart
CSCvn83497,CSC.labtrunk,ir1100,ningzhao,moderate,25,sparrow
CSCvo10463,CSC.labtrunk,petra,teresang,enhancement,23,petra
CSCvo19545,CSC.labtrunk,ir1100,ningzhao,severe,22,sparrow
CSCvo27299,CSC.labtrunk,ir809,prapuroh,severe,21,gemboa
CSCvo45375,CSC.labtrunk,petra,teresang,catastrophic,19,petra
CSCvo50627,CSC.labtrunk,ir807,prapuroh,moderate,19,osprey
CSCvo56412,CSC.labtrunk,moreno,rasrao,severe,18,iotgsw
CSCvo58850,CSC.labtrunk,ir1100,ningzhao,severe,18,sparrow
CSCvo65299,CSC.labtrunk,cgr1000,prapuroh,moderate,17,cgr1k
CSCvo95469,CSC.labtrunk,esr6300,ningzhao,moderate,15,blackheart
CSCvo98965,CSC.labtrunk,petra,teresang,severe,15,petra
CSCvo99329,CSC.labtrunk,esr6300,ningzhao,moderate,15,blackheart
CSCvp02104,CSC.labtrunk,esr6300,ningzhao,moderate,14,blackheart
CSCvp44067,CSC.labtrunk,petra,teresang,moderate,10,cip
CSCvp66716,CSC.labtrunk,ie3000,rasrao,enhancement,8,iotgsw
CSCvp70136,CSC.labtrunk,petra,teresang,moderate,7,ie
CSCvp94201,CSC.labtrunk,ir1100,ningzhao,minor,5,sparrow
CSCvp96773,CSC.labtrunk,ir807,sidharma,moderate,5,osprey
CSCvp99133,CSC.labtrunk,petra,teresang,minor,4,iox
CSCvq03121,CSC.labtrunk,volt,rasrao,moderate,4,ie
CSCvq06624,CSC.labtrunk,moreno,teresang,enhancement,4,iotgsw
CSCvq10387,CSC.labtrunk,ir829,sidharma,enhancement,3,gemboa
CSCvq18849,CSC.labtrunk,ir800,sidharma,severe,2,gemboa
CSCvq21148,CSC.labtrunk,petra,teresang,moderate,2,petra
CSCux71868,CSC.labtrunk,cgr1000,ningzhao,enhancement,182,nantucket
CSCux73664,CSC.labtrunk,ie1000,teresang,enhancement,182,iotgsw
CSCux88362,CSC.labtrunk,ie1000,teresang,moderate,181,iot
CSCux95192,CSC.sibu.dev,kunpeng,tslo,severe,180,ntp
CSCuy02733,CSC.sibu.dev,dms-internal,tslo,moderate,179,dmm
CSCuy02804,CSC.sibu.dev,dms-internal,tslo,moderate,179,dmm
CSCuy05887,CSC.labtrunk,moreno,teresang,moderate,179,iotgsw
CSCuy07770,CSC.sibu.dev,dms-internal,tslo,moderate,179,dmm
CSCuy13565,CSC.sibu.dev,dms-internal,tslo,moderate,178,dmm
CSCuy17731,CSC.sibu.dev,dms-internal,tslo,moderate,178,dmm
CSCuy19501,CSC.sibu.dev,dms-internal,tslo,moderate,177,dmm
CSCuy21563,CSC.sibu.dev,bluebird,tslo,moderate,177,sw
CSCuy27211,CSC.sibu.dev,bluebird,tslo,moderate,177,sw
CSCuy44953,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy45718,CSC.labtrunk,ir829,ningzhao,enhancement,175,gemboa
CSCuy48840,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy51174,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy51231,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy53419,CSC.labtrunk,gemboa,tslo,moderate,174,gemboa
CSCuy55847,CSC.sibu.dev,bluebird,tslo,moderate,174,sw
CSCuy63810,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy64080,CSC.labtrunk,ir829,ningzhao,moderate,173,ir800
CSCuy74239,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy74316,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy82496,CSC.labtrunk,warbler,tslo,moderate,172,warbler
CSCuy87298,CSC.labtrunk,gemboa,tslo,moderate,171,gemboa
CSCuy87336,CSC.labtrunk,gemboa,tslo,moderate,171,gemboa
CSCuy90386,CSC.labtrunk,ir829,ningzhao,severe,171,gemboa
CSCuy98169,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98267,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98342,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98354,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98371,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98443,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98471,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98482,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98499,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuz00805,CSC.sibu.dev,bluebird,tslo,moderate,170,sw
CSCuz02435,CSC.labtrunk,gemboa,tslo,moderate,170,gemboa
CSCuz02860,CSC.labtrunk,gemboa,tslo,moderate,170,gemboa
CSCuz06496,CSC.general,dms,tslo,moderate,169,dmp
CSCuz06518,CSC.general,dms,tslo,moderate,169,dmp
CSCuz12688,CSC.labtrunk,volt,teresang,moderate,169,iox
CSCuz20607,CSC.labtrunk,gemboa,tslo,moderate,168,gemboa
CSCuz27037,CSC.general,dms,tslo,moderate,167,dmp
CSCuz34710,CSC.sibu.dev,sunbird,tslo,moderate,167,sw
CSCuz37007,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37120,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37341,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37382,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37552,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz56317,CSC.labtrunk,volt,teresang,moderate,165,iot
CSCuz59203,CSC.sys,all,ningzhao,severe,164,ir800
CSCuz60556,CSC.sys,c7600,rasrao,moderate,164,c7600
CSCuz60842,CSC.labtrunk,volt,teresang,moderate,164,iot
CSCuz92535,CSC.labtrunk,morenolite,teresang,moderate,161,iotgsw
CSCuz95902,CSC.labtrunk,volt,teresang,moderate,161,iot
CSCva09615,CSC.labtrunk,ie1000,teresang,moderate,159,iot
CSCva19837,CSC.labtrunk,cgr1000,tslo,minor,158,cgr1k
CSCva39925,CSC.labtrunk,warbler,tslo,enhancement,156,warbler
CSCva47358,CSC.labtrunk,volt,teresang,severe,155,iot
CSCva83356,CSC.labtrunk,ie1000,teresang,severe,151,iot
CSCva97748,CSC.labtrunk,cgr1000,tslo,moderate,150,cgr1k
CSCvb08766,CSC.labtrunk,warbler,tslo,enhancement,149,warbler
CSCvb28441,CSC.labtrunk,cgr1000,tslo,moderate,147,cgr1k
CSCvb28897,CSC.sibu.dev,bluebird,tslo,moderate,147,sw
CSCvb40645,CSC.labtrunk,cgr1000,ningzhao,enhancement,145,cgr1k
CSCvb45898,CSC.sibu.dev,sunbird,tslo,moderate,145,sw
CSCvb45998,CSC.sibu.dev,sunbird,tslo,moderate,145,sw
CSCvb48672,CSC.sibu.prods,ce300,tslo,severe,145,sw
CSCvb55397,CSC.labtrunk,gemboa,ningzhao,moderate,144,gemboa
CSCvb67690,CSC.labtrunk,moreno,teresang,moderate,142,iotgsw
CSCvb72514,CSC.labtrunk,volt,teresang,enhancement,142,iotgsw
CSCvb73749,CSC.labtrunk,cgr1000,tslo,severe,142,cgr1k
CSCvb84014,CSC.labtrunk,ie1000,teresang,moderate,141,iot
CSCvb84372,CSC.sibu.dev,bluebird,tslo,moderate,141,sw
CSCvc10022,CSC.sibu.dev,bluebird,tslo,moderate,138,sw
CSCvc23502,CSC.general,dms,tslo,moderate,136,dmm
CSCvc31810,CSC.labtrunk,gemboa,ningzhao,moderate,135,gemboa
CSCvc60547,CSC.labtrunk,ie1000,teresang,severe,132,iot
CSCvc65812,CSC.labtrunk,ie1000,teresang,moderate,130,iot
CSCvc70223,CSC.labtrunk,warbler,tslo,issue_not_a_bug_or_enhancement,129,warbler
CSCvc78693,CSC.labtrunk,ir809,tslo,minor,128,ir800
CSCvc82850,CSC.labtrunk,volt,teresang,moderate,128,iotgsw
CSCvc88955,CSC.labtrunk,volt,teresang,minor,127,iotgsw
CSCvc98113,CSC.labtrunk,ie1000,teresang,moderate,126,iot
CSCvd02404,CSC.labtrunk,cgr1000,tslo,moderate,126,cgr1k
CSCvd21079,CSC.labtrunk,cgr1000,ningzhao,moderate,124,iox
CSCvd25567,CSC.sys,camaro,teresang,moderate,123,iotgsw
CSCvd35449,CSC.labtrunk,moreno,teresang,moderate,122,iotgsw
CSCvd39684,CSC.labtrunk,warbler,tslo,severe,122,warbler
CSCvd42785,CSC.sys,c7600,rasrao,moderate,122,c7600
CSCvd68154,CSC.labtrunk,warbler,tslo,moderate,119,warbler
CSCvd75862,CSC.sibu.dev,dms-internal,tslo,moderate,119,dmp
CSCvd83228,CSC.labtrunk,camaro,teresang,moderate,118,iotgsw
CSCvd88551,CSC.labtrunk,warbler,tslo,enhancement,117,warbler
CSCvd89948,CSC.labtrunk,moreno,teresang,moderate,117,ie
CSCvd97205,CSC.labtrunk,warbler,tslo,minor,116,warbler
CSCve04884,CSC.labtrunk,volt,teresang,moderate,115,ie
CSCve04947,CSC.datacenter,cgr500,ningzhao,enhancement,115,linux
CSCve06827,CSC.labtrunk,warbler,tslo,enhancement,115,warbler
CSCve10455,CSC.labtrunk,all,teresang,moderate,115,ie
CSCve23260,CSC.labtrunk,warbler,tslo,enhancement,114,warbler
CSCve23316,CSC.labtrunk,warbler,tslo,enhancement,114,warbler
CSCve24877,CSC.labtrunk,warbler,tslo,enhancement,113,warbler
CSCve42306,CSC.labtrunk,warbler,tslo,enhancement,112,warbler
CSCve59667,CSC.labtrunk,moreno,teresang,enhancement,110,iotgsw
CSCve84879,CSC.labtrunk,warbler,tslo,moderate,107,warbler
CSCvf04210,CSC.labtrunk,ir809,ningzhao,moderate,105,gemboa
CSCvf12189,CSC.labtrunk,ir829,ningzhao,enhancement,104,ir800
CSCvf22147,CSC.labtrunk,all,teresang,moderate,103,iotgsw
CSCvf27771,CSC.labtrunk,cgr1000,tslo,moderate,102,cgr1k
CSCvf29143,CSC.labtrunk,warbler,tslo,minor,102,warbler
CSCvf45308,CSC.labtrunk,moreno,teresang,moderate,100,ie
CSCvf68450,CSC.sys,c7600,rasrao,severe,98,c7600
CSCvf84989,CSC.labtrunk,cgr1000,tslo,minor,95,cgr1k
CSCvf85582,CSC.labtrunk,all,teresang,moderate,95,iotgsw
CSCvf93570,CSC.labtrunk,ir829,ningzhao,enhancement,94,gemboa
CSCvf94179,CSC.labtrunk,ir829,ningzhao,minor,94,gemboa
CSCvf94185,CSC.labtrunk,gemboa,ningzhao,cosmetic,94,gemboa
CSCvf96382,CSC.labtrunk,all,rasrao,enhancement,94,ie
CSCvf99788,CSC.sys.play,c7600,rasrao,moderate,94,c7600
CSCvg02764,CSC.labtrunk,cgr1000,tslo,enhancement,93,ir800
CSCvg22967,CSC.labtrunk,all,ningzhao,moderate,91,sparrow
CSCvg24783,CSC.labtrunk,ir800,ningzhao,moderate,91,ir800
CSCvg38930,CSC.labtrunk,petra,teresang,enhancement,89,petra
CSCvg44902,CSC.labtrunk,warbler,tslo,enhancement,88,warbler
CSCvg46988,CSC.labtrunk,ir1100,ningzhao,moderate,88,sparrow
CSCvg54951,CSC.labtrunk,ir800,tslo,moderate,87,ir800
CSCvg73196,CSC.labtrunk,all,ningzhao,moderate,86,sparrow
CSCvg76931,CSC.labtrunk,cgr1000,tslo,enhancement,85,cgr1k
CSCvg80679,CSC.sys,cgr2010,ningzhao,moderate,85,cgr2010
CSCvg97701,CSC.labtrunk,ir829,ningzhao,minor,83,ir800
CSCvh07677,CSC.labtrunk,ir1100,ningzhao,moderate,82,sparrow
CSCvh68161,CSC.sys,ie2000,teresang,moderate,75,accsw
CSCvh68313,CSC.labtrunk,ir1100,ningzhao,moderate,75,sparrow
CSCvh69503,CSC.labtrunk,ir1100,ningzhao,moderate,75,sparrow
CSCvh79915,CSC.labtrunk,cgr1000,ningzhao,moderate,74,cgr1k
CSCvh99633,CSC.labtrunk,cgr1000,tslo,moderate,72,cgr1k
CSCvi09163,CSC.labtrunk,ir800,bhatrive,moderate,71,ir800
CSCvj28486,CSC.labtrunk,ir1100,ningzhao,moderate,61,sparrow
CSCvj31788,CSC.labtrunk,ir1100,ningzhao,minor,61,sparrow
CSCvj33904,CSC.labtrunk,warbler,tslo,enhancement,61,warbler
CSCvj47954,CSC.labtrunk,petra,teresang,moderate,59,cip
CSCvj63690,CSC.labtrunk,petra,teresang,moderate,58,petra
CSCvj72143,CSC.autons,c7600,rasrao,moderate,57,c7600
CSCvj73439,CSC.labtrunk,ir1100,ningzhao,minor,57,sparrow
CSCvj73721,CSC.labtrunk,ir800,ningzhao,enhancement,57,gemboa
CSCvk06151,CSC.labtrunk,ir1100,ningzhao,moderate,54,sparrow
CSCvk11409,CSC.labtrunk,ir1100,ningzhao,moderate,53,sparrow
CSCvk17134,CSC.labtrunk,cgr2010,bhatrive,moderate,53,4glte
CSCvk26448,CSC.labtrunk,cgr1000,tslo,minor,52,cgr1k
CSCvk40621,CSC.labtrunk,cgr1000,bhatrive,severe,50,cgr1k
CSCvk47614,CSC.labtrunk,cgr1000,tslo,moderate,50,cgr1k
CSCvk54878,CSC.labtrunk,cgr1000,ningzhao,severe,49,cgr1k
CSCvk71092,CSC.labtrunk,petra,teresang,minor,47,cip
CSCvk71485,CSC.labtrunk,callisto,tslo,enhancement,47,callisto
CSCvm05163,CSC.labtrunk,callisto,tslo,minor,46,callisto
CSCvm05900,CSC.sys,gemboa,bhatrive,severe,46,gemboa
CSCvm09533,CSC.labtrunk,petra,teresang,moderate,45,cip
CSCvm15606,CSC.labtrunk,ir1100,ningzhao,moderate,45,sparrow
CSCvm19667,CSC.labtrunk,ir829,prapuroh,moderate,44,4glte
CSCvm23759,CSC.labtrunk,ir800,bhatrive,minor,44,gemboa
